
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..es/numpy/core/_methods.py:133 _std  12     0.000065  0.000656  0.000055
..ges/numpy/core/_methods.py:86 _var  12     0.000268  0.000581  0.000048
..pe/Preliminary/IC.py:89 <listcomp>  100    0.000379  0.000538  0.000005
..lib/function_base.py:2933 corrcoef  2      0.000044  0.000456  0.000228
..llections/__init__.py:512 __init__  36     0.000123  0.000440  0.000012
..umpy/core/fromnumeric.py:2786 mean  12     0.000062  0.000410  0.000034
..es/numpy/core/_methods.py:53 _mean  14     0.000121  0.000400  0.000029
..umpy/lib/function_base.py:2725 cov  2      0.000060  0.000356  0.000178
..classes/graph.py:361 Graph.__len__  303    0.000244  0.000335  0.000001
..mpy/lib/nanfunctions.py:255 nanmax  12     0.000081  0.000323  0.000027
..collections/__init__.py:581 update  36     0.000090  0.000304  0.000008
../classes/graph.py:1086 Graph.edges  1      0.000077  0.000301  0.000301
..mpy/lib/nanfunctions.py:148 nanmin  12     0.000070  0.000286  0.000024
..degree_alg.py:21 degree_centrality  1      0.000059  0.000283  0.000283
..lasses/graph.py:330 Graph.__iter__  203    0.000190  0.000269  0.000001
..lity/eigenvector.py:103 <listcomp>  1      0.000060  0.000268  0.000268
..es/graph.py:1858 Graph.nbunch_iter  100    0.000174  0.000255  0.000003
..trality/degree_alg.py:52 <genexpr>  101    0.000095  0.000216  0.000002
..on3.5/abc.py:178 __instancecheck__  24     0.000045  0.000156  0.000006
../lib/function_base.py:1021 average  2      0.000025  0.000153  0.000077
..ns/__init__.py:686 Counter.__add__  12     0.000069  0.000141  0.000012
..cture.py:789 uniform_gen._argcheck  196    0.000111  0.000111  0.000001
..ges/numpy/core/_methods.py:37 _any  24     0.000027  0.000101  0.000004
..kx/classes/graph.py:1392 <genexpr>  200    0.000100  0.000100  0.000001
..e/Preliminary/IC.py:159 <listcomp>  1      0.000094  0.000094  0.000094
..es/graph.py:345 Graph.__contains__  200    0.000092  0.000092  0.000000
.._methods.py:43 _count_reduce_items  26     0.000079  0.000091  0.000003
..ing>:5 uniform_gen._parse_args_rvs  196    0.000089  0.000089  0.000000
..on3.5/abc.py:194 __subclasscheck__  2/1    0.000031  0.000086  0.000043
../numpy/core/numeric.py:463 asarray  4      0.000006  0.000074  0.000018
../stride_tricks.py:136 broadcast_to  2      0.000006  0.000057  0.000028
..stride_tricks.py:116 _broadcast_to  2      0.000034  0.000051  0.000026
.._weakrefset.py:58 WeakSet.__iter__  4      0.000020  0.000040  0.000010
..erators/classic.py:311 empty_graph  1      0.000017  0.000034  0.000034
../numpy/lib/twodim_base.py:191 diag  2      0.000010  0.000031  0.000015
..krefset.py:70 WeakSet.__contains__  29     0.000028  0.000028  0.000001
..e/Preliminary/IC.py:158 <listcomp>  1      0.000027  0.000027  0.000027
..oder.py:203 JSONEncoder.iterencode  2      0.000020  0.000025  0.000012
..umpy/core/fromnumeric.py:1657 clip  2      0.000006  0.000020  0.000010
..x/classes/graph.py:645 Graph.nodes  2      0.000016  0.000020  0.000010
..tlocale.py:23 getpreferredencoding  3      0.000009  0.000016  0.000005
../core/fromnumeric.py:1188 diagonal  2      0.000008  0.000016  0.000008
..y/core/fromnumeric.py:55 _wrapfunc  2      0.000006  0.000015  0.000007
..set.py:26 _IterationGuard.__exit__  2      0.000009  0.000012  0.000006
..lasses/graph.py:258 Graph.__init__  1      0.000009  0.000010  0.000010
..rality/betweenness.py:329 _rescale  1      0.000009  0.000009  0.000009
../graph.py:466 Graph.add_nodes_from  1      0.000005  0.000006  0.000006
..b._bootstrap>:996 _handle_fromlist  1      0.000003  0.000006  0.000006
..et.py:20 _IterationGuard.__enter__  2      0.000004  0.000005  0.000003
..n3.5/_weakrefset.py:81 WeakSet.add  2      0.000004  0.000005  0.000002
..lib/type_check.py:237 iscomplexobj  2      0.000004  0.000005  0.000002
..py:185 IncrementalEncoder.__init__  3      0.000004  0.000004  0.000001
..on/encoder.py:258 _make_iterencode  2      0.000004  0.000004  0.000002
../lib/function_base.py:212 iterable  2      0.000003  0.000004  0.000002
..set.py:52 WeakSet._commit_removals  2      0.000003  0.000003  0.000001
..set.py:16 _IterationGuard.__init__  2      0.000002  0.000002  0.000001
..lib/stride_tricks.py:121 <genexpr>  4      0.000002  0.000002  0.000001
..icks.py:25 _maybe_view_as_subclass  2      0.000002  0.000002  0.000001
..graph.py:672 Graph.number_of_nodes  1      0.000001  0.000002  0.000002
..ctions_abc.py:308 __subclasshook__  2      0.000002  0.000002  0.000001
..kx/classes/graph.py:310 Graph.name  2      0.000001  0.000001  0.000001
..es/graph.py:1454 Graph.is_directed  1      0.000001  0.000001  0.000001
